match_id,league_id,home_form_pts5,home_goal_diff5,away_form_pts5,away_goal_diff5,home_form_pts10,home_goal_diff10,away_form_pts10,away_goal_diff10,h2h_home_win_rate,home_advantage_baseline,result
387,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,A
768,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,D
767,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,H
1457,7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,H
388,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,D
769,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,A
389,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,H
770,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,H
10,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,D
390,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,D
391,4,3.0,1.0,0.0,-1.0,3.0,1.0,0.0,-1.0,0.33,0.41937321937321936,H
1141,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,A
1458,7,3.0,3.0,1.0,0.0,3.0,3.0,1.0,0.0,0.33,0.41937321937321936,H
392,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,A
11,1,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,0.33,0.41937321937321936,H
1143,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,D
1144,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,H
1146,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,H
1145,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,D
1142,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,H
13,1,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.33,0.41937321937321936,A
12,1,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.33,0.41937321937321936,H
14,1,1.0,0.0,0.0,-3.0,1.0,0.0,0.0,-3.0,0.33,0.41937321937321936,H
15,1,3.0,2.0,0.0,-2.0,3.0,2.0,0.0,-2.0,0.33,0.41937321937321936,H
16,1,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.33,0.41937321937321936,A
1459,7,0.0,-3.0,3.0,1.0,0.0,-3.0,3.0,1.0,0.33,0.41937321937321936,A
393,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,H
772,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,H
17,1,3.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,0.33,0.41937321937321936,A
771,5,1.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,0.33,0.41937321937321936,H
1147,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,H
394,4,3.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.33,0.41937321937321936,H
1460,7,3.0,2.0,0.0,-1.0,3.0,2.0,0.0,-1.0,0.33,0.41937321937321936,H
774,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,A
773,5,1.0,0.0,0.0,-4.0,1.0,0.0,0.0,-4.0,0.33,0.41937321937321936,H
1461,7,0.0,-1.0,0.0,-3.0,0.0,-1.0,0.0,-3.0,0.33,0.41937321937321936,A
396,4,1.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,0.33,0.41937321937321936,D
395,4,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.33,0.41937321937321936,A
19,1,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.33,0.41937321937321936,A
18,1,1.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,0.33,0.41937321937321936,D
1462,7,3.0,1.0,0.0,-4.0,3.0,1.0,0.0,-4.0,0.33,0.41937321937321936,H
1148,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,A
397,4,1.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,0.33,0.41937321937321936,H
1465,7,1.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,0.33,0.41937321937321936,H
1463,7,1.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,0.33,0.41937321937321936,H
1464,7,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.33,0.41937321937321936,D
20,1,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,0.33,0.41937321937321936,H
1149,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,A
776,5,1.0,0.0,3.0,4.0,1.0,0.0,3.0,4.0,0.33,0.41937321937321936,H
775,5,1.0,0.0,0.0,-2.0,1.0,0.0,0.0,-2.0,0.33,0.41937321937321936,D
398,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,H
399,4,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.33,0.41937321937321936,D
777,5,0.0,-3.0,1.0,0.0,0.0,-3.0,1.0,0.0,0.33,0.41937321937321936,H
1466,7,3.0,4.0,0.0,-2.0,3.0,4.0,0.0,-2.0,0.33,0.41937321937321936,D
778,5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,A
400,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,H
779,5,1.0,0.0,0.0,-3.0,1.0,0.0,0.0,-3.0,0.33,0.41937321937321936,D
780,5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.33,0.41937321937321936,A
401,4,2.0,0.5,3.0,1.5,2.0,0.5,3.0,1.5,0.33,0.41937321937321936,H
402,4,0.5,-0.5,0.5,-0.5,0.5,-0.5,0.5,-0.5,0.33,0.41937321937321936,D
403,4,2.0,0.5,3.0,1.0,2.0,0.5,3.0,1.0,0.33,0.41937321937321936,A
405,4,1.5,-1.0,2.0,0.5,1.5,-1.0,2.0,0.5,0.33,0.41937321937321936,D
404,4,0.5,-0.5,0.0,-1.5,0.5,-0.5,0.0,-1.5,0.33,0.41937321937321936,H
406,4,2.0,1.5,0.0,-1.0,2.0,1.5,0.0,-1.0,0.33,0.41937321937321936,D
407,4,1.5,0.0,0.5,-0.5,1.5,0.0,0.5,-0.5,0.33,0.41937321937321936,A
408,4,0.5,-1.5,2.0,0.5,0.5,-1.5,2.0,0.5,0.33,0.41937321937321936,H
409,4,0.5,-0.5,2.0,1.5,0.5,-0.5,2.0,1.5,0.33,0.41937321937321936,D
781,5,0.5,-1.0,2.0,0.5,0.5,-1.0,2.0,0.5,0.33,0.41937321937321936,A
1150,6,1.0,0.0,0.0,-2.0,1.0,0.0,0.0,-2.0,0.33,0.41937321937321936,H
1467,7,0.0,-2.5,2.0,1.0,0.0,-2.5,2.0,1.0,0.33,0.41937321937321936,H
782,5,2.0,1.0,1.5,1.5,2.0,1.0,1.5,1.5,0.33,0.41937321937321936,H
21,1,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,0.33,0.41937321937321936,D
1151,6,1.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,0.33,0.41937321937321936,D
1155,6,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.33,0.41937321937321936,A
1152,6,0.0,-2.0,3.0,1.0,0.0,-2.0,3.0,1.0,0.33,0.41937321937321936,H
1153,6,0.0,-2.0,1.0,0.0,0.0,-2.0,1.0,0.0,0.33,0.41937321937321936,D
1154,6,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.33,0.41937321937321936,A
24,1,1.5,-0.5,0.0,-1.0,1.5,-0.5,0.0,-1.0,0.33,0.41937321937321936,H
22,1,0.0,-3.5,1.0,0.0,0.0,-3.5,1.0,0.0,0.33,0.41937321937321936,A
23,1,0.5,-0.5,1.5,-0.5,0.5,-0.5,1.5,-0.5,0.33,0.41937321937321936,A
26,1,2.0,0.5,0.0,-3.0,2.0,0.5,0.0,-3.0,0.33,0.41937321937321936,D
25,1,0.0,-2.5,1.5,0.0,0.0,-2.5,1.5,0.0,0.33,0.41937321937321936,D
410,4,3.0,1.0,1.3333333333333333,-0.6666666666666667,3.0,1.0,1.3333333333333333,-0.6666666666666667,0.33,0.41937321937321936,H
1468,7,0.0,-3.0,0.0,-1.5,0.0,-3.0,0.0,-1.5,0.33,0.41937321937321936,H
783,5,0.5,-1.5,2.0,0.5,0.5,-1.5,2.0,0.5,0.33,0.41937321937321936,D
784,5,0.0,-3.0,1.0,0.0,0.0,-3.0,1.0,0.0,0.33,0.41937321937321936,H
1156,6,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.33,0.41937321937321936,A
27,1,1.5,0.5,3.0,2.5,1.5,0.5,3.0,2.5,0.33,0.41937321937321936,A
1469,7,0.5,-3.0,2.0,1.0,0.5,-3.0,2.0,1.0,0.33,0.41937321937321936,A
411,4,1.3333333333333333,0.0,1.6666666666666667,1.0,1.3333333333333333,0.0,1.6666666666666667,1.0,0.33,0.41937321937321936,A
412,4,0.3333333333333333,-0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333,-0.6666666666666666,1.3333333333333333,0.0,0.33,0.41937321937321936,H
786,5,1.5,0.0,2.0,0.5,1.5,0.0,2.0,0.5,0.33,0.41937321937321936,H
785,5,1.5,0.5,0.5,-0.5,1.5,0.5,0.5,-0.5,0.33,0.41937321937321936,D
1470,7,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.33,0.41937321937321936,A
413,4,0.0,-1.3333333333333335,2.3333333333333335,0.6666666666666665,0.0,-1.3333333333333335,2.3333333333333335,0.6666666666666665,0.33,0.41937321937321936,D
414,4,1.6666666666666667,0.33333333333333337,0.6666666666666666,-0.3333333333333333,1.6666666666666667,0.33333333333333337,0.6666666666666666,-0.3333333333333333,0.33,0.41937321937321936,A
28,1,2.0,0.5,2.0,2.0,2.0,0.5,2.0,2.0,0.33,0.41937321937321936,H
29,1,1.5,1.0,0.0,-1.5,1.5,1.0,0.0,-1.5,0.33,0.41937321937321936,D
1471,7,3.0,1.5,3.0,1.5,3.0,1.5,3.0,1.5,0.33,0.41937321937321936,D
1157,6,3.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,0.33,0.41937321937321936,H
416,4,1.3333333333333333,-1.0,2.0,0.6666666666666665,1.3333333333333333,-1.0,2.0,0.6666666666666665,0.33,0.41937321937321936,H
1473,7,0.5,-1.0,1.5,0.5,0.5,-1.0,1.5,0.5,0.33,0.41937321937321936,H
30,1,1.5,0.0,3.0,2.0,1.5,0.0,3.0,2.0,0.33,0.41937321937321936,A
1472,7,0.0,-1.5,0.5,-0.5,0.0,-1.5,0.5,-0.5,0.33,0.41937321937321936,A
1474,7,1.5,-0.5,1.5,-0.5,1.5,-0.5,1.5,-0.5,0.33,0.41937321937321936,H
415,4,1.3333333333333333,0.0,0.6666666666666666,-0.3333333333333335,1.3333333333333333,0.0,0.6666666666666666,-0.3333333333333335,0.33,0.41937321937321936,H
1158,6,3.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,0.33,0.41937321937321936,H
787,5,2.0,0.5,1.5,0.0,2.0,0.5,1.5,0.0,0.33,0.41937321937321936,A
788,5,1.0,0.0,0.5,-0.5,1.0,0.0,0.5,-0.5,0.33,0.41937321937321936,D
417,4,0.6666666666666666,-0.33333333333333326,1.3333333333333333,0.3333333333333335,0.6666666666666666,-0.33333333333333326,1.3333333333333333,0.3333333333333335,0.33,0.41937321937321936,A
418,4,1.0,0.0,1.0,-0.33333333333333326,1.0,0.0,1.0,-0.33333333333333326,0.33,0.41937321937321936,D
790,5,3.0,3.0,0.5,-0.5,3.0,3.0,0.5,-0.5,0.33,0.41937321937321936,D
1475,7,3.0,2.0,3.0,4.5,3.0,2.0,3.0,4.5,0.33,0.41937321937321936,A
789,5,2.0,0.5,0.5,-1.5,2.0,0.5,0.5,-1.5,0.33,0.41937321937321936,H
419,4,1.6666666666666667,1.0,1.0,0.0,1.6666666666666667,1.0,1.0,0.0,0.33,0.41937321937321936,H
1159,6,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.33,0.41937321937321936,H
1476,7,0.0,-2.3333333333333335,2.0,0.6666666666666667,0.0,-2.3333333333333335,2.0,0.6666666666666667,0.33,0.41937321937321936,H
420,4,0.6666666666666666,-0.6666666666666667,1.25,0.0,0.6666666666666666,-0.6666666666666667,1.25,0.0,0.33,0.41937321937321936,H
31,1,0.0,-1.3333333333333335,1.0,-1.0,0.0,-1.3333333333333335,1.0,-1.0,0.33,0.41937321937321936,A
421,4,1.25,0.0,2.0,0.5,1.25,0.0,2.0,0.5,0.33,0.41937321937321936,A
791,5,0.3333333333333333,-1.3333333333333335,0.6666666666666666,-1.0,0.3333333333333333,-1.3333333333333335,0.6666666666666666,-1.0,0.33,0.41937321937321936,D
1164,6,3.0,1.0,2.0,0.5,3.0,1.0,2.0,0.5,0.33,0.41937321937321936,D
1163,6,1.5,-0.5,1.5,0.0,1.5,-0.5,1.5,0.0,0.33,0.41937321937321936,A
1160,6,1.5,0.0,0.0,-1.5,1.5,0.0,0.0,-1.5,0.33,0.41937321937321936,H
1161,6,1.5,0.5,1.5,0.0,1.5,0.5,1.5,0.0,0.33,0.41937321937321936,A
1162,6,1.5,0.5,0.5,-1.0,1.5,0.5,0.5,-1.0,0.33,0.41937321937321936,A
35,1,2.3333333333333335,1.3333333333333335,0.3333333333333333,-1.666666666666667,2.3333333333333335,1.3333333333333335,0.3333333333333333,-1.666666666666667,0.33,0.41937321937321936,D
32,1,1.3333333333333333,0.0,1.0,-0.3333333333333335,1.3333333333333333,0.0,1.0,-0.3333333333333335,0.33,0.41937321937321936,D
33,1,3.0,2.3333333333333335,1.6666666666666667,0.33333333333333337,3.0,2.3333333333333335,1.6666666666666667,0.33333333333333337,0.33,0.41937321937321936,A
36,1,0.3333333333333333,-1.0,0.3333333333333333,-0.6666666666666667,0.3333333333333333,-1.0,0.3333333333333333,-0.6666666666666667,0.33,0.41937321937321936,D
34,1,3.0,2.3333333333333335,2.0,0.3333333333333335,3.0,2.3333333333333335,2.0,0.3333333333333335,0.33,0.41937321937321936,H
422,4,1.0,-0.25,1.75,0.5,1.0,-0.25,1.75,0.5,0.33,0.41937321937321936,H
1477,7,2.3333333333333335,2.0,1.3333333333333333,0.6666666666666667,2.3333333333333335,2.0,1.3333333333333333,0.6666666666666667,0.33,0.41937321937321936,H
792,5,1.6666666666666667,0.33333333333333337,2.3333333333333335,2.0,1.6666666666666667,0.33333333333333337,2.3333333333333335,2.0,0.33,0.41937321937321936,D
37,1,2.0,0.0,0.0,-2.666666666666667,2.0,0.0,0.0,-2.666666666666667,0.33,0.41937321937321936,H
1165,6,0.0,-1.5,3.0,1.5,0.0,-1.5,3.0,1.5,0.33,0.41937321937321936,A
423,4,0.5,-0.75,1.0,0.0,0.5,-0.75,1.0,0.0,0.33,0.41937321937321936,H
1478,7,1.0,-1.0,2.3333333333333335,1.0,1.0,-1.0,2.3333333333333335,1.0,0.33,0.41937321937321936,A
793,5,0.6666666666666666,-0.33333333333333326,0.3333333333333333,-1.0,0.6666666666666666,-0.33333333333333326,0.3333333333333333,-1.0,0.33,0.41937321937321936,H
424,4,1.0,-0.25,2.0,1.25,1.0,-0.25,2.0,1.25,0.33,0.41937321937321936,A
1479,7,3.0,3.6666666666666665,1.0,-0.6666666666666667,3.0,3.6666666666666665,1.0,-0.6666666666666667,0.33,0.41937321937321936,H
38,1,1.6666666666666667,0.3333333333333335,1.3333333333333333,0.6666666666666667,1.6666666666666667,0.3333333333333335,1.3333333333333333,0.6666666666666667,0.33,0.41937321937321936,A
794,5,1.3333333333333333,-0.33333333333333326,0.6666666666666666,-0.3333333333333333,1.3333333333333333,-0.33333333333333326,0.6666666666666666,-0.3333333333333333,0.33,0.41937321937321936,D
425,4,1.5,0.25,1.0,-2.25,1.5,0.25,1.0,-2.25,0.33,0.41937321937321936,H
39,1,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333335,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333335,0.33,0.41937321937321936,A
1480,7,1.0,0.0,0.3333333333333333,-2.666666666666667,1.0,0.0,0.3333333333333333,-2.666666666666667,0.33,0.41937321937321936,H
796,5,2.3333333333333335,0.6666666666666667,1.0,-1.6666666666666667,2.3333333333333335,0.6666666666666667,1.0,-1.6666666666666667,0.33,0.41937321937321936,D
795,5,1.0,-0.33333333333333326,1.0,0.0,1.0,-0.33333333333333326,1.0,0.0,0.33,0.41937321937321936,H
1166,6,0.5,-2.0,0.0,-1.5,0.5,-2.0,0.0,-1.5,0.33,0.41937321937321936,H
426,4,1.75,0.75,3.0,2.5,1.75,0.75,3.0,2.5,0.33,0.41937321937321936,A
1481,7,2.3333333333333335,1.3333333333333335,1.3333333333333333,-0.3333333333333335,2.3333333333333335,1.3333333333333335,1.3333333333333333,-0.3333333333333335,0.33,0.41937321937321936,A
1482,7,1.3333333333333333,0.3333333333333335,0.0,-2.0,1.3333333333333333,0.3333333333333335,0.0,-2.0,0.33,0.41937321937321936,D
1483,7,0.6666666666666666,-0.6666666666666666,2.0,0.33333333333333326,0.6666666666666666,-0.6666666666666666,2.0,0.33333333333333326,0.33,0.41937321937321936,H
40,1,0.3333333333333333,-2.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,-2.0,2.3333333333333335,0.6666666666666666,0.33,0.41937321937321936,A
1167,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33,0.41937321937321936,A
797,5,0.6666666666666666,-0.3333333333333333,2.0,0.3333333333333335,0.6666666666666666,-0.3333333333333333,2.0,0.3333333333333335,0.33,0.41937321937321936,A
427,4,0.5,-0.75,1.0,-0.25,0.5,-0.75,1.0,-0.25,0.33,0.41937321937321936,A
1484,7,2.3333333333333335,1.0,1.0,-1.3333333333333333,2.3333333333333335,1.0,1.0,-1.3333333333333333,0.33,0.41937321937321936,D
798,5,0.6666666666666666,-0.33333333333333337,2.3333333333333335,2.0,0.6666666666666666,-0.33333333333333337,2.3333333333333335,2.0,0.33,0.41937321937321936,D
428,4,2.0,1.0,0.25,-1.0,2.0,1.0,0.25,-1.0,0.33,0.41937321937321936,H
799,5,1.3333333333333333,0.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.0,2.3333333333333335,0.6666666666666666,0.33,0.41937321937321936,A
800,5,1.3333333333333333,0.33333333333333326,2.0,0.6666666666666667,1.3333333333333333,0.33333333333333326,2.0,0.6666666666666667,0.33,0.41937321937321936,H
429,4,1.0,-0.25,1.75,-0.5,1.0,-0.25,1.75,-0.5,0.33,0.41937321937321936,H
430,4,1.0,-0.20000000000000007,0.8,-0.6,1.0,-0.20000000000000007,0.8,-0.6,0.33,0.41937321937321936,H
431,4,1.25,0.0,0.75,-0.25,1.25,0.0,0.75,-0.25,0.33,0.41937321937321936,H
432,4,1.0,-0.4,1.4,0.0,1.0,-0.4,1.4,0.0,0.33,0.41937321937321936,A
801,5,0.5,-1.25,1.5,0.25,0.5,-1.25,1.5,0.25,0.33,0.41937321937321936,A
1168,6,1.3333333333333333,-0.6666666666666667,0.6666666666666666,-0.33333333333333326,1.3333333333333333,-0.6666666666666667,0.6666666666666666,-0.33333333333333326,0.33,0.41937321937321936,A
802,5,1.5,0.25,2.0,0.5,1.5,0.25,2.0,0.5,0.33,0.41937321937321936,A
1485,7,1.0,0.0,0.75,-1.5,1.0,0.0,0.75,-1.5,0.33,0.41937321937321936,H
433,4,1.4,0.19999999999999996,1.0,-0.3999999999999999,1.4,0.19999999999999996,1.0,-0.3999999999999999,0.33,0.41937321937321936,H
41,1,1.0,-0.25,1.75,0.75,1.0,-0.25,1.75,0.75,0.33,0.41937321937321936,A
434,4,0.8,-2.2,0.8,-0.6,0.8,-2.2,0.6666666666666666,-0.6666666666666667,0.33,0.41937321937321936,D
803,5,0.25,-1.75,1.25,-0.25,0.25,-1.75,1.25,-0.25,0.33,0.41937321937321936,H
1171,6,2.0,1.3333333333333333,2.0,0.3333333333333335,2.0,1.3333333333333333,2.0,0.3333333333333335,0.33,0.41937321937321936,A
1169,6,1.6666666666666667,0.33333333333333326,3.0,2.6666666666666665,1.6666666666666667,0.33333333333333326,3.0,2.6666666666666665,0.33,0.41937321937321936,A
1170,6,0.0,-1.3333333333333335,0.0,-2.6666666666666665,0.0,-1.3333333333333335,0.0,-2.6666666666666665,0.33,0.41937321937321936,D
1172,6,1.6666666666666667,0.3333333333333333,1.0,-1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,-1.3333333333333333,0.33,0.41937321937321936,H
44,1,0.0,-1.75,0.5,-1.25,0.0,-1.75,0.5,-1.25,0.33,0.41937321937321936,D
42,1,1.25,0.0,2.5,0.75,1.25,0.0,2.5,0.75,0.33,0.41937321937321936,H
43,1,2.25,1.5,1.25,0.0,2.25,1.5,1.25,0.0,0.33,0.41937321937321936,H
45,1,0.5,-0.5,0.0,-2.25,0.5,-0.5,0.0,-2.25,0.33,0.41937321937321936,D
46,1,1.0,0.5,1.5,0.0,1.0,0.5,1.5,0.0,0.33,0.41937321937321936,H
47,1,2.25,0.25,0.25,-1.75,2.25,0.25,0.25,-1.75,0.33,0.41937321937321936,H
435,4,1.4,-0.8,0.4,-0.8,1.4,-0.8,0.4,-0.8,0.33,0.41937321937321936,H
1486,7,1.5,0.25,1.25,0.25,1.5,0.25,1.25,0.25,0.33,0.41937321937321936,D
804,5,2.0,1.5,2.25,1.25,2.0,1.5,2.25,1.25,0.33,0.41937321937321936,D
48,1,0.5,-0.75,1.5,0.0,0.5,-0.75,1.5,0.0,0.33,0.41937321937321936,D
436,4,0.2,-1.4,1.4,0.0,0.2,-1.4,1.4,0.0,0.33,0.41937321937321936,H
1173,6,2.0,0.3333333333333335,1.0,-0.33333333333333326,2.0,0.3333333333333335,1.0,-0.33333333333333326,0.33,0.41937321937321936,H
1487,7,1.5,0.75,2.0,0.75,1.5,0.75,2.0,0.75,0.33,0.41937321937321936,D
805,5,1.0,-1.25,1.0,-0.25,1.0,-1.25,1.0,-0.25,0.33,0.41937321937321936,D
1488,7,1.75,0.0,3.0,3.25,1.75,0.0,3.0,3.25,0.33,0.41937321937321936,D
437,4,2.2,1.4,1.4,0.0,2.2,1.4,1.4,0.0,0.33,0.41937321937321936,H
806,5,0.75,-0.25,1.75,0.5,0.75,-0.25,1.75,0.5,0.33,0.41937321937321936,H
438,4,0.6,-0.4,0.8,-0.7999999999999999,0.6,-0.4,0.8333333333333334,-0.6666666666666667,0.33,0.41937321937321936,D
1489,7,2.5,1.5,1.5,-0.25,2.5,1.5,1.5,-0.25,0.33,0.41937321937321936,H
49,1,2.0,1.0,2.0,0.5,2.0,1.0,2.0,0.5,0.33,0.41937321937321936,D
807,5,0.75,-0.25,0.75,-0.75,0.75,-0.25,0.75,-0.75,0.33,0.41937321937321936,A
1174,6,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.33,0.41937321937321936,H
439,4,1.8,0.3999999999999999,1.8,0.6000000000000001,1.6666666666666667,0.33333333333333326,1.8,0.6000000000000001,0.33,0.41937321937321936,H
1491,7,0.25,-2.75,0.75,-1.5,0.25,-2.75,0.75,-1.5,0.33,0.41937321937321936,H
1490,7,0.25,-1.5,1.75,0.75,0.25,-1.5,1.75,0.75,0.33,0.41937321937321936,D
1492,7,0.75,-1.0,1.25,0.0,0.75,-1.0,1.25,0.0,0.33,0.41937321937321936,H
1175,6,1.3333333333333333,0.0,2.3333333333333335,1.3333333333333335,1.3333333333333333,0.0,2.3333333333333335,1.3333333333333335,0.33,0.41937321937321936,H
50,1,3.0,2.0,2.5,1.25,3.0,2.0,2.5,1.25,0.33,0.41937321937321936,D
808,5,0.75,-0.25,2.5,0.75,0.75,-0.25,2.5,0.75,0.33,0.41937321937321936,H
440,4,2.2,0.6000000000000001,3.0,2.5999999999999996,2.2,0.6000000000000001,3.0,2.5999999999999996,0.33,0.41937321937321936,A
